APct,BPct,Box +-,DRB PCT,DWS,"Deff, Box +-",FG3A PerFGA,FTA PerFGA,GP,MP,ORB PCT,OWS,Off. Box +-,PER,SPct,TO Pct,TRB PCT,TS %,Teams,USG %,VORP,WS,WSPer48,age,name,position
9.5,3.1,-2.5,26.3,0.7,1.8,.000,.157,42,502,10.4,0.0,-4.3,12.3,1.4,14.2,18.2,.477,Kosta Koufos,15.7,-0.1,0.7,.063,29,Kosta Koufos,C
6.0,1.5,-2.4,15.4,1.5,0.2,.410,.205,63,1294,4.6,0.1,-2.6,11.0,1.5,13.6,10.0,.545,Rodions Kurucs,18.4,-0.1,1.6,.059,20,Rodions Kurucs,SF
11.5,0.9,-1.7,14.1,1.9,-1.3,.388,.230,70,2314,2.7,1.2,-0.3,14.0,0.8,10.0,8.5,.546,Kyle Kuzma,23.8,0.2,3.1,.065,23,Kyle Kuzma,PF
8.6,2.8,-1.8,20.3,0.2,0.6,.265,.347,22,176,5.4,0.1,-2.4,12.6,1.4,16.3,12.8,.593,Skal Labissière,16.0,0.0,0.3,.089,22,Skal Labissière,PF
6.8,2.3,-5.2,18.7,0.1,-0.5,.367,.367,13,113,3.6,-0.1,-4.7,7.0,0.8,16.7,10.9,.517,Skal Labissière,15.3,-0.1,0.0,.018,22,Skal Labissière,PF
11.9,3.8,4.2,23.2,0.1,2.4,.105,.316,9,63,8.7,0.2,1.7,22.6,2.3,15.6,16.1,.716,Skal Labissière,17.2,0.1,0.3,.216,22,Skal Labissière,PF
11.9,1.2,0.1,18.1,2.0,-0.6,.337,.266,79,2250,3.1,3.3,0.6,17.3,1.9,6.8,10.4,.552,Jeremy Lamb,22.5,1.2,5.3,.113,26,Jeremy Lamb,SG
22.6,1.0,0.0,12.9,1.1,-1.7,.283,.330,63,2171,2.0,1.7,1.8,18.7,1.3,14.2,7.4,.574,Zach LaVine,30.5,1.1,2.8,.062,23,Zach LaVine,SG
5.6,1.8,-0.3,12.6,1.2,-0.6,.427,.167,71,1327,4.6,1.9,0.4,13.5,1.1,9.2,8.7,.594,Jake Layman,15.9,0.6,3.1,.111,24,Jake Layman,SF
6.9,3.2,-1.0,17.1,0.7,0.0,.169,.169,58,522,9.3,0.9,-1.0,16.9,0.8,5.8,13.3,.572,T.J. Leaf,17.5,0.1,1.6,.148,21,T.J. Leaf,PF
12.8,0.6,-2.8,11.2,0.4,-0.2,.426,.163,34,428,2.2,0.1,-2.5,10.3,2.4,9.2,6.7,.492,Courtney Lee,15.3,-0.1,0.4,.050,33,Courtney Lee,SG
15.1,1.1,-1.3,14.1,0.1,-0.1,.340,.298,12,160,3.8,0.2,-1.2,13.7,2.4,8.6,8.8,.527,Courtney Lee,15.5,0.0,0.3,.087,33,Courtney Lee,SG
11.4,0.3,-3.6,9.5,0.3,-0.3,.476,.085,22,268,1.2,-0.1,-3.3,8.3,2.4,9.6,5.4,.470,Courtney Lee,15.1,-0.1,0.2,.028,33,Courtney Lee,SG
4.5,0.0,-3.6,15.3,0.4,-2.5,.535,.173,32,375,2.4,0.3,-1.1,11.9,1.6,7.4,9.1,.578,Damion Lee,16.8,-0.2,0.7,.090,26,Damion Lee,SG
30.3,0.5,-1.4,15.1,0.2,0.1,.057,.126,6,167,2.6,-0.1,-1.5,16.3,3.2,9.8,8.8,.468,Walt Lemon,26.6,0.0,0.1,.026,26,Walt Lemon,PG
8.6,3.9,-0.9,18.5,1.0,-0.8,.315,.333,77,1544,10.5,2.2,-0.1,17.2,0.8,11.5,14.4,.575,Alex Len,22.1,0.4,3.2,.100,25,Alex Len,C
,,,,,,,,,,,,,,,,,,,,,,,,,
16.4,1.0,5.0,18.6,3.4,0.7,.267,.377,60,2040,4.2,6.1,4.3,25.8,2.5,8.4,11.6,.606,Kawhi Leonard,30.3,3.6,9.5,.224,27,Kawhi Leonard,SF
11.8,0.8,1.4,21.8,0.9,-0.4,.459,.211,61,878,6.1,2.1,1.8,15.8,0.7,14.0,14.2,.675,Meyers Leonard,14.8,0.8,3.0,.164,26,Meyers Leonard,C
5.5,0.8,-3.0,19.8,0.5,-0.1,.097,.274,41,402,7.1,0.4,-2.9,13.2,1.5,15.4,13.2,.616,Jon Leuer,16.1,-0.1,0.9,.110,29,Jon Leuer,PF
23.2,1.0,-0.2,11.4,1.2,0.1,.319,.255,40,1063,3.5,0.5,-0.3,14.9,1.9,11.4,7.5,.509,Caris LeVert,24.0,0.5,1.7,.077,24,Caris LeVert,SF
30.6,1.0,5.5,11.1,2.4,-1.1,.419,.335,80,2838,2.6,9.7,6.6,23.7,1.5,10.8,7.0,.588,Damian Lillard,29.3,5.4,12.1,.205,28,Damian Lillard,PG
23.4,0.8,-2.9,11.7,0.9,-1.8,.346,.388,74,1436,1.6,1.2,-1.1,13.5,1.5,16.4,6.6,.558,Jeremy Lin,21.8,-0.3,2.1,.070,30,Jeremy Lin,PG
26.7,0.6,-2.3,11.0,0.4,-2.4,.342,.435,51,1003,1.6,1.5,0.1,15.9,1.8,17.6,6.2,.594,Jeremy Lin,22.6,-0.1,1.9,.092,30,Jeremy Lin,PG
15.7,1.1,-4.5,13.1,0.5,-0.6,.355,.271,23,433,1.5,-0.3,-3.9,8.2,1.0,13.0,7.5,.464,Jeremy Lin,19.8,-0.3,0.2,.020,30,Jeremy Lin,PG
14.8,2.3,-1.5,7.9,0.9,0.5,.010,.243,64,967,4.9,1.2,-1.9,11.7,1.5,14.1,6.5,.555,Shaun Livingston,12.0,0.1,2.0,.101,33,Shaun Livingston,PG
0.0,0.0,-8.9,0.0,0.0,8.1,1.000,.000,1,4,0.0,-0.1,-17.0,-10.0,12.3,50.0,0.0,.000,Zach Lofton,21.6,0.0,0.0,-0.447,26,Zach Lofton,SG
10.9,3.0,3.7,15.4,1.8,1.8,.029,.303,80,1481,14.6,4.2,1.9,17.3,1.5,11.5,15.0,.636,Kevon Looney,12.8,2.1,6.0,.194,22,Kevon Looney,C
5.7,6.5,2.7,15.0,4.3,2.9,.651,.169,81,2322,1.5,2.3,-0.2,14.6,1.0,8.9,8.7,.597,Brook Lopez,16.7,2.8,6.7,.138,30,Brook Lopez,C
8.8,4.2,-1.1,10.0,0.7,-0.1,.058,.230,74,1606,9.4,2.0,-1.0,15.9,0.3,14.0,9.7,.598,Robin Lopez,18.6,0.4,2.7,.081,30,Robin Lopez,C
12.8,0.7,-1.7,40.0,0.4,-2.4,.519,.403,22,598,5.9,1.0,0.8,19.5,0.5,11.2,22.2,.561,Kevin Love,27.4,0.0,1.3,.106,30,Kevin Love,PF
34.8,1.2,3.1,12.9,3.0,0.6,.613,.263,65,2213,2.1,3.6,2.5,16.5,2.0,18.1,7.6,.562,Kyle Lowry,19.6,2.8,6.6,.144,32,Kyle Lowry,PG
15.1,0.0,-2.0,15.3,0.0,-3.0,.444,.611,12,55,2.0,0.2,1.0,16.3,0.0,8.1,8.8,.635,Jordan Loyd,19.4,0.0,0.2,.190,25,Jordan Loyd,PG
20.8,0.0,-0.6,56.7,0.0,0.5,1.000,2.000,1,6,0.0,0.0,-1.0,16.6,0.0,0.0,27.3,.532,Kalin Lucas,13.5,0.0,0.0,.238,29,Kalin Lucas,PG
5.5,1.0,-5.0,14.1,0.5,-1.7,.532,.188,50,669,1.7,-0.3,-3.3,8.0,1.4,8.2,7.8,.489,Timothé Luwawu-Cabarrot,16.6,-0.5,0.2,.015,23,Timothé Luwawu-Cabarrot,SF
4.2,0.7,-8.5,12.1,0.1,-1.8,.512,.140,21,123,3.3,-0.2,-6.7,3.4,1.5,9.9,7.6,.383,Timothé Luwawu-Cabarrot,16.8,-0.2,-0.1,-0.033,23,Timothé Luwawu-Cabarrot,SF
5.8,1.1,-4.2,14.5,0.3,-1.6,.537,.200,29,546,1.4,0.0,-2.6,9.0,1.3,7.8,7.9,.515,Timothé Luwawu-Cabarrot,16.5,-0.3,0.3,.026,23,Timothé Luwawu-Cabarrot,SF
8.2,0.0,-2.5,12.7,0.1,-1.2,.556,.167,25,94,8.0,0.1,-1.4,9.3,1.0,17.2,10.4,.595,Tyler Lydon,10.6,0.0,0.2,.086,22,Tyler Lydon,PF
11.3,1.8,-3.3,19.6,1.4,-0.7,.404,.234,64,1120,4.2,-0.2,-2.6,12.7,1.3,11.1,11.9,.500,Trey Lyles,23.4,-0.4,1.2,.050,23,Trey Lyles,PF
23.5,0.0,-4.4,0.0,0.0,-6.8,.167,.167,4,19,0.0,0.1,2.4,22.2,2.4,0.0,0.0,.776,Scott Machado,14.0,0.0,0.1,.281,28,Scott Machado,PG
22.6,0.3,-4.1,7.9,1.1,-1.5,.323,.208,57,1246,1.6,-0.2,-2.6,10.4,1.9,13.0,4.7,.489,Shelvin Mack,18.1,-0.7,0.9,.034,28,Shelvin Mack,PG
23.3,0.3,-3.7,8.0,1.0,-1.5,.329,.193,53,1204,1.6,0.1,-2.2,11.0,1.9,12.8,4.8,.499,Shelvin Mack,18.0,-0.5,1.1,.045,28,Shelvin Mack,PG
3.0,0.0,-17.5,5.2,0.0,-3.0,.143,.643,4,42,0.0,-0.3,-14.5,-6.6,2.3,18.2,2.6,.251,Shelvin Mack,22.5,-0.2,-0.3,-0.304,28,Shelvin Mack,PG
,,,,,,,,,,,,,,,,,,,,,,,,,
11.2,0.0,-7.2,11.8,0.0,-2.1,.407,.259,8,90,2.4,-0.1,-5.1,5.5,0.5,16.6,7.1,.482,Daryl Macon,17.2,-0.1,0.0,-0.022,23,Daryl Macon,SG
18.0,0.0,-10.5,19.4,0.0,-4.3,.444,.000,2,17,0.0,0.0,-6.2,5.7,0.0,0.0,9.5,.333,J.P. Macura,22.8,0.0,0.0,-0.110,23,J.P. Macura,SG
6.5,2.7,-1.0,17.7,0.5,1.3,.154,.587,34,498,10.3,0.5,-2.3,12.0,2.4,13.8,13.9,.531,Ian Mahinmi,12.9,0.1,1.0,.092,32,Ian Mahinmi,C
6.3,4.4,-0.7,17.4,1.5,1.7,.571,.313,64,972,4.5,0.5,-2.4,11.3,1.0,9.8,11.0,.530,Thon Maker,14.8,0.3,2.0,.099,21,Thon Maker,C-PF
5.8,3.7,-0.9,18.5,0.7,0.7,.582,.276,35,409,4.5,0.4,-1.6,12.9,1.1,5.7,11.9,.546,Thon Maker,16.3,0.1,1.1,.132,21,Thon Maker,C
6.7,5.0,-0.5,16.5,0.8,2.5,.560,.351,29,563,4.5,0.1,-3.0,10.2,1.0,13.4,10.3,.514,Thon Maker,13.7,0.2,0.9,.075,21,Thon Maker,PF
12.8,3.1,1.9,26.9,0.9,0.5,.038,.504,58,681,14.0,2.1,1.4,24.2,1.1,15.7,20.6,.664,Boban Marjanović,23.3,0.7,3.0,.212,30,Boban Marjanović,C
9.3,3.6,1.4,26.5,0.5,0.3,.014,.679,36,376,16.0,1.2,1.1,24.9,1.4,16.9,21.4,.666,Boban Marjanović,24.6,0.3,1.7,.217,30,Boban Marjanović,C
17.1,2.6,2.5,27.3,0.4,0.7,.067,.300,22,305,11.4,0.9,1.7,23.3,0.8,13.9,19.6,.663,Boban Marjanović,21.7,0.3,1.3,.204,30,Boban Marjanović,C
7.2,1.7,-1.9,25.9,1.5,-1.6,.418,.245,52,1682,4.7,1.3,-0.3,17.1,1.1,8.8,15.2,.553,Lauri Markkanen,25.1,0.0,2.7,.078,21,Lauri Markkanen,PF
7.8,2.0,-3.9,20.5,0.4,-0.8,.548,.106,42,328,3.5,0.1,-3.1,9.4,0.4,9.2,11.9,.528,Jarell Martin,15.9,-0.2,0.5,.073,24,Jarell Martin,PF
26.3,0.8,-4.5,9.0,0.3,-2.5,.379,.337,38,435,1.4,0.0,-2.0,12.4,1.7,15.6,5.1,.502,Frank Mason,21.8,-0.3,0.3,.033,24,Frank Mason,PG
0.0,0.0,-10.6,16.4,0.0,-1.7,.250,.000,2,13,8.2,0.0,-8.9,5.7,3.8,0.0,12.3,.250,Yante Maten,13.2,0.0,0.0,-0.026,22,Yante Maten,PF
11.1,0.7,-1.5,7.1,1.5,-1.2,.577,.234,69,2091,1.7,1.1,-0.3,10.3,1.3,10.6,4.4,.546,Wesley Matthews,17.8,0.3,2.7,.062,32,Wesley Matthews,SF-SG
11.6,0.8,-1.3,6.6,0.8,-1.4,.561,.235,44,1312,1.6,1.0,0.1,11.3,1.2,10.1,4.2,.556,Wesley Matthews,18.9,0.2,1.8,.066,32,Wesley Matthews,SF
12.9,1.6,-9.7,4.0,0.0,-3.4,.526,.263,2,54,1.9,-0.1,-6.3,2.9,0.9,8.6,2.9,.330,Wesley Matthews,18.4,-0.1,-0.1,-0.115,32,Wesley Matthews,SG
10.1,0.5,-1.2,8.1,0.7,-0.6,.619,.229,23,725,1.7,0.3,-0.5,9.2,1.3,11.8,5.0,.543,Wesley Matthews,15.8,0.2,1.0,.067,32,Wesley Matthews,SG
4.5,1.3,-5.4,8.4,0.0,-2.1,.333,.278,4,61,3.6,0.0,-3.3,6.7,0.8,9.0,6.1,.495,Luc Mbah a Moute,15.4,-0.1,0.0,.009,32,Luc Mbah a Moute,PF
0.0,0.0,-9.8,13.1,0.0,-5.9,.333,.333,1,8,0.0,0.0,-3.8,9.6,0.0,0.0,6.6,.581,Tahjere McCall,18.1,0.0,0.0,.055,24,Tahjere McCall,SG
9.2,0.4,-1.2,10.9,0.5,1.6,.444,.238,29,397,2.0,0.0,-2.8,7.5,2.8,19.6,6.5,.532,Patrick McCaw,9.4,0.1,0.5,.065,23,Patrick McCaw,SG
4.9,0.0,-9.3,6.6,0.0,-1.2,.444,.000,3,53,0.0,-0.2,-8.1,-0.7,1.9,25.0,3.1,.278,Patrick McCaw,9.9,-0.1,-0.2,-0.137,23,Patrick McCaw,SG
9.8,0.5,0.1,11.6,0.5,2.1,.444,.278,26,344,2.3,0.2,-2.0,8.7,2.9,18.8,7.1,.569,Patrick McCaw,9.3,0.2,0.7,.096,23,Patrick McCaw,SG
13.8,0.9,0.3,9.7,1.7,-1.9,.358,.154,70,2375,2.9,4.0,2.2,17.0,1.1,7.4,6.3,.553,CJ McCollum,25.5,1.3,5.6,.114,27,CJ McCollum,SG
24.7,0.9,-1.6,10.2,1.7,0.0,.100,.088,76,1470,2.1,1.2,-1.7,13.4,2.5,17.3,6.3,.555,T.J. McConnell,15.0,0.1,2.9,.094,26,T.J. McConnell,PG
7.1,0.5,-2.1,7.5,1.1,-2.1,.488,.187,77,1340,1.4,1.8,0.0,11.6,0.7,8.4,4.5,.617,Doug McDermott,16.3,0.0,2.9,.103,27,Doug McDermott,SF
4.8,7.3,1.9,22.5,2.9,2.8,.019,.237,75,1671,12.3,3.0,-0.9,21.8,1.3,13.2,17.5,.634,JaVale McGee,20.2,1.7,5.9,.171,31,JaVale McGee,C
10.3,0.7,-2.0,12.2,1.6,-0.1,.488,.156,66,1550,4.1,0.4,-1.9,9.4,1.1,11.5,8.2,.510,Rodney McGruder,15.4,0.0,1.9,.059,27,Rodney McGruder,SG
4.0,1.3,-2.5,16.9,0.9,-1.5,.429,.175,72,1003,9.0,1.2,-0.9,11.2,0.9,9.2,13.1,.569,Alfonzo McKinnie,13.9,-0.1,2.1,.100,26,Alfonzo McKinnie,SF
3.4,1.6,-3.7,9.4,0.1,-2.6,.641,.188,19,158,1.9,0.1,-1.1,10.5,1.8,6.7,5.5,.541,Ben McLemore,19.4,-0.1,0.2,.055,25,Ben McLemore,SG
,,,,,,,,,,,,,,,,,,,,,,,,,
13.2,1.8,-3.7,11.3,0.2,-1.8,.269,.269,27,333,1.9,0.3,-1.9,14.3,1.8,9.4,6.5,.550,Jordan McRae,20.4,-0.1,0.5,.066,27,Jordan McRae,SG
11.5,0.8,-0.8,11.1,0.1,-2.2,.462,.026,8,104,1.1,0.2,1.4,16.0,0.5,4.8,6.2,.647,Jodie Meeks,17.1,0.0,0.3,.153,31,Jodie Meeks,SG
13.2,5.5,1.9,25.3,0.6,3.5,.304,.286,36,399,9.7,0.5,-1.6,16.1,1.2,14.3,17.6,.559,Salah Mejri,15.8,0.4,1.1,.136,32,Salah Mejri,C
22.3,1.9,-2.6,12.5,0.8,1.0,.371,.109,50,984,2.8,-0.8,-3.5,9.9,3.3,21.8,7.5,.466,De'Anthony Melton,15.0,-0.1,0.0,.002,20,De'Anthony Melton,PG
12.0,1.2,-9.2,20.1,0.2,-0.2,.034,.293,29,145,6.8,-0.5,-9.0,6.4,2.0,18.6,13.5,.389,Chimezie Metu,24.4,-0.3,-0.3,-0.099,21,Chimezie Metu,PF
20.1,0.2,0.8,16.5,3.6,0.1,.413,.225,77,2393,2.3,2.5,0.7,16.5,1.6,12.1,9.8,.558,Khris Middleton,25.1,1.7,6.1,.123,27,Khris Middleton,SF
6.0,1.5,-3.4,10.3,0.9,-1.4,.653,.186,53,856,1.7,-0.2,-2.1,9.0,1.5,8.2,6.1,.504,C.J. Miles,18.6,-0.3,0.7,.041,31,C.J. Miles,SF
5.2,1.5,-3.7,10.5,0.7,-1.3,.665,.214,40,562,2.4,-0.3,-2.4,8.0,1.5,8.5,6.5,.484,C.J. Miles,18.8,-0.2,0.4,.035,31,C.J. Miles,SF
7.4,1.6,-2.9,10.1,0.3,-1.5,.629,.133,13,294,0.4,0.1,-1.4,10.8,1.4,7.5,5.2,.544,C.J. Miles,18.3,-0.1,0.3,.054,31,C.J. Miles,SF
10.4,1.1,-1.7,6.6,0.6,-1.5,.752,.147,69,1757,0.8,1.1,-0.1,8.4,1.1,10.3,3.8,.550,Darius Miller,13.4,0.1,1.6,.045,28,Darius Miller,SF
2.1,1.2,-2.0,6.3,0.1,-3.8,.808,.154,10,67,1.7,0.1,1.8,13.7,0.7,3.5,4.0,.630,Malcolm Miller,18.5,0.0,0.2,.130,25,Malcolm Miller,SF
17.6,0.4,-0.5,8.9,1.2,-2.0,.609,.155,82,1908,1.4,2.2,1.5,13.2,1.3,11.6,5.2,.572,Patty Mills,18.5,0.7,3.5,.087,30,Patty Mills,PG
10.6,2.5,2.4,20.2,2.9,1.9,.239,.374,70,1895,8.7,3.2,0.5,17.9,2.2,10.9,14.4,.570,Paul Millsap,19.6,2.1,6.1,.155,33,Paul Millsap,PF
9.2,2.3,-2.7,10.0,0.3,-0.6,.506,.080,20,268,3.7,0.1,-2.1,9.3,1.4,6.2,6.9,.483,Shake Milton,15.0,0.0,0.3,.059,22,Shake Milton,SG
6.2,2.2,0.0,22.6,1.4,-1.2,.587,.229,46,1245,5.1,2.0,1.2,17.2,1.2,7.4,14.0,.584,Nikola Mirotić,21.4,0.6,3.5,.133,27,Nikola Mirotić,PF
5.3,2.2,-0.3,24.1,0.9,-1.6,.568,.248,32,925,5.2,1.6,1.3,17.5,1.1,7.6,14.8,.591,Nikola Mirotić,21.7,0.4,2.5,.129,27,Nikola Mirotić,PF
8.6,2.4,0.9,18.3,0.6,0.2,.644,.170,14,320,4.7,0.4,0.7,16.2,1.5,7.0,11.9,.562,Nikola Mirotić,20.4,0.2,1.0,.147,27,Nikola Mirotić,PF
21.2,0.9,0.6,10.5,3.7,-0.2,.339,.259,77,2598,2.5,1.3,0.8,17.2,2.0,11.3,6.6,.537,Donovan Mitchell,31.6,1.7,5.0,.092,22,Donovan Mitchell,SG
23.3,0.9,-8.9,6.3,0.1,-1.9,.550,.100,14,84,1.3,-0.2,-7.0,2.2,0.6,27.7,3.9,.383,Naz Mitrou-Long,14.7,-0.1,-0.1,-0.046,25,Naz Mitrou-Long,SG
14.3,1.3,-3.9,10.6,0.7,-2.7,.563,.174,73,1258,1.3,-0.4,-1.1,11.8,1.4,12.0,5.9,.518,Malik Monk,24.6,-0.6,0.3,.012,20,Malik Monk,SG
8.1,1.4,-3.6,22.9,0.7,-0.7,.026,.381,43,480,15.4,0.4,-2.9,16.0,1.4,12.7,19.3,.521,Greg Monroe,22.6,-0.2,1.1,.108,28,Greg Monroe,C
5.4,1.6,-5.3,23.8,0.7,-0.6,.025,.379,38,423,15.7,-0.1,-4.7,13.5,1.5,14.2,19.9,.487,Greg Monroe,22.2,-0.4,0.6,.071,28,Greg Monroe,C
73.4,0.0,44.9,0.0,0.0,6.8,.000,.000,2,5,63.9,0.1,38.2,60.2,0.0,0.0,32.0,.600,Greg Monroe,43.1,0.1,0.1,.534,28,Greg Monroe,C
23.5,0.0,5.7,17.8,0.0,-2.0,.043,.478,3,52,8.4,0.4,7.7,31.7,0.9,3.5,13.2,.736,Greg Monroe,23.2,0.1,0.4,.370,28,Greg Monroe,C
9.5,0.4,-2.2,6.4,0.5,-1.9,.331,.111,53,1463,2.5,1.2,-0.2,11.5,1.3,9.6,4.5,.567,E'Twaun Moore,17.3,-0.1,1.7,.055,29,E'Twaun Moore,SG
11.8,1.9,-4.8,39.6,0.1,2.6,.143,.000,5,43,10.3,-0.1,-7.4,6.7,1.1,41.7,25.2,.500,Eric Moreland,12.0,0.0,0.0,.032,27,Eric Moreland,PF
0.0,0.0,-18.0,67.5,0.0,-3.9,,,1,5,0.0,0.0,-14.0,3.9,0.0,,33.2,,Eric Moreland,0.0,0.0,0.0,.077,27,Eric Moreland,PF
13.3,2.2,-3.1,35.9,0.1,3.5,.143,.000,4,38,11.7,-0.1,-6.6,7.1,1.3,41.7,24.1,.500,Eric Moreland,13.6,0.0,0.0,.026,27,Eric Moreland,PF
18.1,0.0,-3.0,16.5,0.1,0.9,.300,.200,4,29,0.0,0.0,-3.8,12.2,3.2,8.4,8.8,.460,Jaylen Morris,17.2,0.0,0.1,.084,23,Jaylen Morris,SG
,,,,,,,,,,,,,,,,,,,,,,,,,
7.5,1.1,-1.4,19.5,2.5,-1.0,.461,.205,75,2091,3.9,2.1,-0.4,14.2,1.0,9.1,11.7,.568,Marcus Morris,20.9,0.3,4.5,.104,29,Marcus Morris,PF
8.8,1.5,-2.8,17.5,1.1,-1.1,.419,.190,58,1270,5.0,0.6,-1.7,11.7,1.3,9.3,11.1,.521,Markieff Morris,19.1,-0.3,1.6,.061,29,Markieff Morris,PF
9.6,1.9,-2.0,16.6,0.5,-1.0,.439,.223,34,883,5.0,0.4,-1.1,12.3,1.3,11.5,10.7,.543,Markieff Morris,19.5,0.0,0.9,.051,29,Markieff Morris,PF
6.8,0.4,-4.5,19.6,0.5,-1.4,.378,.122,24,387,5.2,0.2,-3.1,10.4,1.3,4.1,12.1,.475,Markieff Morris,18.0,-0.2,0.7,.083,29,Markieff Morris,PF
21.7,0.2,0.2,8.8,1.8,-1.3,.323,.115,82,1970,1.9,4.4,1.5,16.2,1.8,6.6,5.3,.577,Monte Morris,17.1,1.1,6.2,.151,23,Monte Morris,PG
11.9,6.5,-11.5,8.3,0.0,-0.3,.000,.333,3,13,16.9,-0.1,-11.2,-0.5,0.0,30.4,12.6,.436,Donatas Motiejūnas,33.5,0.0,-0.1,-0.246,28,Donatas Motiejūnas,PF
11.7,1.5,-3.2,21.7,0.2,-1.4,.041,.548,22,156,12.6,0.1,-1.8,18.9,1.5,15.0,17.3,.563,Johnathan Motley,28.8,0.0,0.3,.092,23,Johnathan Motley,PF
24.2,1.0,-2.4,10.9,0.7,-1.9,.284,.251,59,1607,2.1,0.1,-0.5,14.6,1.3,14.6,6.4,.531,Emmanuel Mudiay,25.6,-0.2,0.8,.023,22,Emmanuel Mudiay,PG
22.4,1.0,0.1,11.2,2.3,-1.0,.353,.190,75,2447,2.9,2.8,1.1,16.0,1.3,11.1,7.0,.538,Jamal Murray,24.9,1.3,5.1,.100,21,Jamal Murray,PG
8.6,0.0,-10.4,10.7,0.0,-2.8,.455,.091,9,39,2.7,-0.2,-7.6,5.8,2.4,14.9,6.7,.415,Džanan Musa,29.0,-0.1,-0.1,-0.152,19,Džanan Musa,SG
7.7,2.3,-0.7,14.7,1.2,-0.3,.709,.235,64,1306,4.7,1.2,-0.3,10.8,0.8,10.8,9.8,.564,Mike Muscala,14.3,0.4,2.5,.091,27,Mike Muscala,PF
7.9,2.0,-0.7,14.7,1.0,-0.4,.716,.277,47,1041,5.3,0.9,-0.3,10.4,0.8,12.1,10.2,.560,Mike Muscala,14.3,0.4,1.9,.087,27,Mike Muscala,PF
7.1,3.4,-0.6,14.5,0.3,0.0,.687,.096,17,265,2.4,0.3,-0.6,12.5,0.7,5.5,8.6,.578,Mike Muscala,14.3,0.1,0.6,.107,27,Mike Muscala,PF
10.9,0.2,-5.7,6.2,0.3,-2.1,.636,.143,42,440,2.2,-0.4,-3.6,6.0,1.5,12.4,4.2,.447,Sviatoslav Mykhailiuk,16.0,-0.4,-0.1,-0.012,21,Sviatoslav Mykhailiuk,SF
10.1,0.2,-5.7,6.3,0.3,-2.1,.644,.152,39,420,2.0,-0.4,-3.7,5.8,1.4,12.4,4.2,.451,Sviatoslav Mykhailiuk,15.9,-0.4,-0.1,-0.013,21,Sviatoslav Mykhailiuk,SF
28.5,0.0,-4.7,5.7,0.0,-2.0,.500,.000,3,20,5.3,0.0,-2.7,9.8,2.5,11.1,5.5,.375,Sviatoslav Mykhailiuk,19.4,0.0,0.0,.016,21,Sviatoslav Mykhailiuk,SF
3.8,1.5,-5.1,15.7,0.9,-0.9,.465,.167,61,694,2.0,0.0,-4.2,8.8,1.3,10.1,8.6,.522,Abdel Nader,15.1,-0.5,0.9,.062,25,Abdel Nader,SF
17.8,1.9,4.0,24.9,1.6,2.6,.205,.280,67,1795,10.0,3.3,1.4,18.6,2.8,15.3,17.1,.583,Larry Nance,15.5,2.7,4.9,.131,26,Larry Nance,C
22.2,1.3,-0.7,8.7,1.0,-1.1,.524,.317,56,983,1.9,1.0,0.5,15.3,2.0,11.7,5.3,.534,Shabazz Napier,24.0,0.3,2.0,.098,27,Shabazz Napier,PG
28.7,0.7,-1.6,12.6,0.6,-0.6,.373,.205,37,474,1.4,0.5,-1.0,13.5,1.4,16.6,7.1,.558,Raul Neto,19.0,0.0,1.1,.116,26,Raul Neto,PG
10.1,0.9,-1.1,15.7,0.7,-0.8,.580,.133,59,516,2.4,0.7,-0.2,13.0,0.9,10.7,9.1,.613,Georges Niang,17.8,0.1,1.3,.123,25,Georges Niang,PF
20.6,4.2,1.6,29.6,1.2,3.5,.005,.512,42,693,9.2,1.0,-1.9,18.6,1.4,16.1,19.3,.571,Joakim Noah,20.0,0.6,2.2,.150,33,Joakim Noah,C
5.9,7.7,3.9,20.0,2.5,5.5,.000,.286,77,1055,12.1,1.9,-1.6,19.3,2.9,13.4,15.9,.608,Nerlens Noel,13.8,1.6,4.3,.198,24,Nerlens Noel,C
6.9,1.9,-5.9,20.5,0.8,-2.1,.545,.133,51,795,0.7,-0.5,-3.8,9.6,0.5,4.3,10.6,.469,Dirk Nowitzki,22.5,-0.8,0.3,.016,40,Dirk Nowitzki,PF
19.5,1.3,-5.7,8.9,0.4,-1.2,.408,.106,43,904,1.4,-1.3,-4.5,6.0,1.6,15.9,5.0,.417,Frank Ntilikina,16.6,-0.8,-0.8,-0.045,20,Frank Ntilikina,PG
9.5,0.0,-6.4,5.3,0.0,-4.8,.735,.118,15,102,0.0,0.1,-1.6,7.3,0.5,2.7,2.6,.503,James Nunnally,15.3,-0.1,0.1,.035,28,James Nunnally,SF
10.9,0.0,-4.2,6.8,0.0,-4.5,.619,.190,13,64,0.0,0.1,0.3,12.1,0.7,4.2,3.3,.593,James Nunnally,15.6,0.0,0.1,.097,28,James Nunnally,SF
7.2,0.0,-10.2,3.0,0.0,-5.3,.923,.000,2,38,0.0,-0.1,-4.9,-0.8,0.0,0.0,1.5,.346,James Nunnally,14.8,-0.1,-0.1,-0.068,28,James Nunnally,SF
,,,,,,,,,,,,,,,,,,,,,,,,,
17.9,4.2,5.1,26.7,3.3,3.6,.035,.442,72,1974,13.4,4.4,1.6,23.4,1.7,14.6,20.2,.570,Jusuf Nurkić,24.7,3.5,7.8,.189,24,Jusuf Nurkić,C
