name,position,age,Teams,GP,GS,MPG,FG PG,FGA PG,FG %,FG3 PG,FG3A PG,FG3 %,FG2 PG,FG2A PG,FG2 %,EFG %,FT PG,FTA PG,FT %,ORB PG,DRB PG,TRB PG,APG,SPG,BPG,TO PG,Fouls PG,PPG
Enes Kanter,C,23,Enes Kanter,82,1,21.0,5.0,8.8,.576,0.1,0.3,.476,4.9,8.5,.579,.583,2.4,3.1,.797,3.0,5.1,8.1,0.4,0.3,0.4,1.4,2.0,12.7
Sergey Karasev,SF,22,Sergey Karasev,40,5,10.0,0.8,1.9,.405,0.3,0.9,.297,0.5,0.9,.514,.480,0.7,0.7,.929,0.2,1.3,1.5,0.9,0.2,0.1,0.6,0.7,2.4
Sasha Kaun,C,30,Sasha Kaun,25,0,3.8,0.4,0.7,.529,0.0,0.0,,0.4,0.7,.529,.529,0.2,0.4,.455,0.5,0.6,1.0,0.1,0.2,0.2,0.3,0.4,0.9
Ryan Kelly,PF,24,Ryan Kelly,36,0,13.1,1.5,4.1,.369,0.1,1.0,.135,1.4,3.1,.446,.386,1.0,1.5,.685,0.6,2.8,3.4,0.6,0.4,0.3,0.5,1.1,4.2
Michael Kidd-Gilchrist,SF,22,Michael Kidd-Gilchrist,7,7,29.3,4.7,8.7,.541,0.4,1.0,.429,4.3,7.7,.556,.566,2.9,4.1,.690,1.7,4.7,6.4,1.3,0.4,0.4,1.1,1.3,12.7
Sean Kilpatrick,SG,26,Sean Kilpatrick,31,0,19.9,4.0,8.7,.456,1.3,3.7,.342,2.7,5.0,.538,.528,1.9,2.2,.896,0.4,1.4,1.8,0.9,0.4,0.1,1.0,1.2,11.1
Brandon Knight,SG,24,Brandon Knight,52,50,36.0,7.1,17.2,.415,2.3,6.8,.342,4.8,10.5,.461,.482,3.0,3.5,.852,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6
Kyle Korver,SG,34,Kyle Korver,80,80,30.0,3.4,7.7,.435,2.0,5.0,.398,1.4,2.7,.502,.563,0.6,0.7,.833,0.2,3.1,3.3,2.1,0.8,0.4,1.2,2.0,9.2
Kosta Koufos,C,26,Kosta Koufos,78,14,19.0,3.0,5.7,.532,0.0,0.0,,3.0,5.7,.532,.532,0.7,1.3,.548,2.2,3.3,5.4,0.4,0.5,0.9,0.6,2.4,6.8
Jeremy Lamb,SG,23,Jeremy Lamb,66,0,18.6,3.5,7.7,.451,0.8,2.7,.309,2.6,5.0,.529,.506,1.0,1.3,.727,0.7,3.2,3.8,1.2,0.6,0.5,0.8,1.6,8.8
Carl Landry,PF,32,Carl Landry,36,12,15.8,3.9,6.9,.556,0.2,0.4,.462,3.7,6.6,.561,.568,1.9,2.5,.736,1.4,2.7,4.1,0.9,0.3,0.3,0.6,1.9,9.8
Shane Larkin,PG,23,Shane Larkin,78,17,22.4,2.8,6.4,.442,0.5,1.4,.361,2.3,5.1,.464,.481,1.1,1.4,.776,0.4,1.9,2.3,4.4,1.2,0.2,1.9,1.6,7.3
Joffrey Lauvergne,C,24,Joffrey Lauvergne,59,15,17.6,3.3,6.4,.513,0.2,0.9,.245,3.1,5.5,.557,.530,1.1,1.2,.899,1.3,3.6,4.9,0.9,0.2,0.3,0.9,1.9,7.9
Zach LaVine,SG,20,Zach LaVine,82,33,28.0,5.3,11.7,.452,1.5,3.9,.389,3.8,7.8,.482,.516,2.0,2.5,.793,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0
Ty Lawson,PG,28,Ty Lawson,66,13,21.4,2.1,5.4,.393,0.5,1.6,.333,1.6,3.7,.419,.444,0.9,1.3,.686,0.4,1.4,1.8,3.6,0.8,0.1,1.4,1.3,5.7
Courtney Lee,SG,30,Courtney Lee,79,65,29.5,3.7,8.1,.454,1.0,2.7,.378,2.6,5.3,.493,.518,1.3,1.5,.839,0.4,2.2,2.6,1.7,1.1,0.4,0.9,1.7,9.6
David Lee,PF,32,David Lee,55,5,16.4,3.2,6.1,.531,0.0,0.0,.000,3.2,6.1,.533,.531,1.3,1.7,.763,1.8,3.7,5.5,1.5,0.4,0.5,1.2,2.1,7.8
Alex Len,C,22,Alex Len,78,46,23.3,3.4,8.0,.423,0.0,0.1,.143,3.4,7.9,.426,.424,2.2,3.1,.728,2.3,5.3,7.6,1.2,0.5,0.8,1.9,2.9,9.0
Kawhi Leonard,SF,24,Kawhi Leonard,72,72,33.1,7.7,15.1,.506,1.8,4.0,.443,5.9,11.1,.528,.565,4.1,4.6,.874,1.3,5.5,6.8,2.6,1.8,1.0,1.5,1.8,21.2
Meyers Leonard,PF,23,Meyers Leonard,61,10,21.9,3.2,7.1,.448,1.4,3.7,.377,1.8,3.4,.527,.547,0.6,0.8,.761,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3.0,8.4
Jon Leuer,PF,26,Jon Leuer,67,27,18.7,3.3,7.0,.481,0.6,1.6,.382,2.7,5.3,.511,.526,1.1,1.5,.762,1.1,4.4,5.6,1.1,0.6,0.4,1.1,1.9,8.5
Damian Lillard,PG,25,Damian Lillard,75,75,35.7,8.2,19.7,.419,3.1,8.1,.375,5.2,11.5,.450,.497,5.5,6.2,.892,0.6,3.4,4.0,6.8,0.9,0.4,3.2,2.2,25.1
Jeremy Lin,SG,27,Jeremy Lin,78,13,26.3,3.8,9.3,.412,1.0,2.9,.336,2.9,6.4,.446,.464,3.1,3.7,.815,0.5,2.7,3.2,3.0,0.7,0.5,1.9,2.1,11.7
Shaun Livingston,PG,30,Shaun Livingston,78,3,19.5,2.6,4.9,.536,0.0,0.2,.167,2.6,4.7,.548,.538,1.0,1.2,.860,0.5,1.6,2.2,3.0,0.7,0.3,1.0,1.8,6.3
Kevon Looney,PF,19,Kevon Looney,5,0,4.2,0.8,1.4,.571,0.2,0.4,.500,0.6,1.0,.600,.643,0.0,0.0,,0.8,1.2,2.0,0.0,0.0,0.0,0.2,0.4,1.8
Brook Lopez,C,27,Brook Lopez,73,73,33.7,8.1,15.8,.511,0.0,0.2,.143,8.1,15.7,.515,.512,4.3,5.5,.787,2.8,5.1,7.8,2.0,0.8,1.7,2.4,2.9,20.6
Robin Lopez,C,27,Robin Lopez,82,82,27.1,4.4,8.1,.539,0.0,0.0,.000,4.4,8.1,.540,.539,1.6,2.0,.795,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,10.3
Kevin Love,PF,27,Kevin Love,77,77,31.5,5.3,12.7,.419,2.1,5.7,.360,3.3,7.0,.467,.499,3.4,4.1,.822,1.9,8.0,9.9,2.4,0.8,0.5,1.8,2.1,16.0
Kyle Lowry,PG,29,Kyle Lowry,77,77,37.0,6.6,15.6,.427,2.8,7.1,.388,3.9,8.5,.461,.516,5.2,6.4,.811,0.7,4.0,4.7,6.4,2.1,0.4,2.9,2.7,21.2
Trey Lyles,PF,20,Trey Lyles,80,33,17.3,2.4,5.5,.438,0.6,1.6,.383,1.8,3.9,.461,.494,0.7,1.0,.695,0.7,3.0,3.7,0.7,0.3,0.2,0.8,1.4,6.1
Shelvin Mack,PG,25,Shelvin Mack,52,27,20.3,3.5,8.0,.439,0.8,2.4,.312,2.8,5.6,.493,.486,0.9,1.2,.738,0.3,2.2,2.5,3.6,0.7,0.1,1.8,1.4,8.6
Ian Mahinmi,C,29,Ian Mahinmi,71,71,25.6,3.7,6.3,.589,0.0,0.0,,3.7,6.3,.589,.589,1.9,3.2,.587,1.9,5.2,7.1,1.5,0.9,1.1,1.4,3.1,9.3
Devyn Marble,SG,23,Devyn Marble,28,0,8.9,0.8,2.5,.296,0.3,1.1,.250,0.5,1.4,.333,.352,0.4,0.9,.417,0.2,1.1,1.4,0.4,0.5,0.0,0.3,0.9,2.1
Boban Marjanović,C,27,Boban Marjanović,54,4,9.4,1.9,3.2,.603,0.0,0.0,,1.9,3.2,.603,.603,1.6,2.1,.763,1.4,2.2,3.6,0.4,0.2,0.4,0.5,1.0,5.5
Kendall Marshall,PG,24,Kendall Marshall,30,6,13.3,1.4,3.9,.364,0.5,1.6,.327,0.9,2.3,.391,.432,0.3,0.4,.692,0.1,0.9,0.9,2.4,0.5,0.1,1.4,1.0,3.7
Jarell Martin,PF,21,Jarell Martin,27,0,14.1,2.0,4.3,.466,0.0,0.1,.000,2.0,4.2,.474,.466,1.7,2.3,.726,1.4,1.7,3.2,0.6,0.3,0.3,0.7,2.1,5.7
Kevin Martin,SG,32,Kevin Martin,55,13,19.9,2.8,7.6,.372,0.9,2.5,.360,1.9,5.1,.378,.431,2.8,3.1,.890,0.3,1.7,2.0,1.1,0.5,0.1,1.0,1.5,9.3
Wesley Matthews,SF,29,Wesley Matthews,78,78,33.9,4.2,10.9,.388,2.4,6.7,.360,1.8,4.2,.432,.498,1.6,1.9,.863,0.3,2.7,3.1,1.9,1.0,0.2,1.0,2.3,12.5
O.J. Mayo,SG,28,O.J. Mayo,41,24,26.6,2.9,7.8,.371,1.3,4.0,.321,1.6,3.9,.421,.452,0.8,1.0,.775,0.3,2.2,2.6,2.9,1.2,0.2,1.8,3.1,7.8
Luc Mbah a Moute,PF,29,Luc Mbah a Moute,75,61,17.0,1.3,2.8,.454,0.2,0.5,.325,1.1,2.2,.485,.486,0.4,0.8,.526,0.8,1.5,2.3,0.4,0.6,0.3,0.5,1.3,3.1
James Michael McAdoo,PF,23,James Michael McAdoo,41,1,6.4,1.1,2.0,.536,0.0,0.0,.500,1.1,2.0,.537,.542,0.6,1.2,.531,0.7,0.7,1.4,0.4,0.2,0.2,0.4,1.0,2.9
Ray McCallum,PG,24,Ray McCallum,41,6,11.6,1.3,3.6,.377,0.4,1.0,.357,1.0,2.5,.385,.428,0.3,0.4,.800,0.2,1.0,1.1,1.5,0.3,0.2,0.6,0.7,3.3
CJ McCollum,SG,24,CJ McCollum,80,80,34.8,8.0,17.9,.448,2.5,5.9,.417,5.6,12.0,.463,.517,2.3,2.8,.827,0.6,2.7,3.2,4.3,1.2,0.3,2.5,2.3,20.8
T.J. McConnell,PG,23,T.J. McConnell,81,17,19.8,2.7,5.7,.470,0.4,1.1,.348,2.3,4.6,.499,.503,0.3,0.5,.634,0.5,2.6,3.1,4.5,1.2,0.1,1.7,1.4,6.1
Chris McCullough,PF,20,Chris McCullough,24,4,15.1,1.8,4.5,.404,0.5,1.4,.382,1.3,3.1,.413,.463,0.5,1.0,.478,1.0,1.8,2.8,0.4,1.2,0.5,0.6,1.6,4.7
K.J. McDaniels,SF,22,K.J. McDaniels,37,1,6.4,0.8,1.9,.403,0.2,0.7,.280,0.6,1.3,.468,.451,0.6,0.8,.800,0.4,0.7,1.1,0.3,0.2,0.2,0.5,0.8,2.4
Doug McDermott,SF,24,Doug McDermott,81,4,23.0,3.6,8.0,.452,1.4,3.2,.425,2.2,4.8,.470,.537,0.9,1.0,.857,0.5,2.0,2.4,0.7,0.2,0.1,0.7,1.6,9.4
Mitch McGary,PF,23,Mitch McGary,20,0,3.6,0.6,1.2,.478,0.0,0.2,.000,0.6,1.0,.579,.478,0.2,0.5,.400,0.2,0.7,0.9,0.2,0.1,0.1,0.4,0.5,1.3
JaVale McGee,C,28,JaVale McGee,34,2,10.9,2.3,3.9,.575,0.0,0.0,.000,2.3,3.9,.579,.575,0.5,1.1,.500,1.6,2.4,3.9,0.1,0.1,0.8,0.6,1.4,5.1
Ben McLemore,SG,22,Ben McLemore,68,53,21.2,2.9,6.7,.429,1.0,2.7,.362,1.9,4.0,.474,.502,1.1,1.5,.718,0.5,1.7,2.2,1.2,0.8,0.1,1.5,2.1,7.8
Jordan McRae,PG,24,Jordan McRae,22,1,8.9,1.5,3.5,.436,0.5,1.0,.455,1.1,2.5,.429,.500,1.0,1.3,.750,0.2,0.7,0.9,1.1,0.1,0.0,0.7,0.8,4.5
Josh McRoberts,PF,28,Josh McRoberts,42,1,14.2,1.3,3.5,.372,0.3,1.2,.245,1.0,2.4,.434,.412,0.7,1.0,.700,0.5,2.0,2.5,1.9,0.4,0.2,0.7,1.6,3.6
Jodie Meeks,SG,28,Jodie Meeks,3,0,14.3,2.3,6.7,.350,1.3,3.0,.444,1.0,3.7,.273,.450,1.3,1.3,1.000,0.3,1.3,1.7,1.0,0.0,0.0,0.3,0.7,7.3
Salah Mejri,C,29,Salah Mejri,34,6,11.7,1.4,2.3,.628,0.0,0.0,.000,1.4,2.3,.636,.628,0.8,1.4,.587,1.2,2.4,3.6,0.3,0.2,1.1,0.7,1.6,3.7
Jordan Mickey,PF,21,Jordan Mickey,16,0,3.6,0.5,1.4,.364,0.0,0.0,,0.5,1.4,.364,.364,0.3,0.6,.500,0.4,0.4,0.8,0.1,0.0,0.7,0.1,0.3,1.3
Khris Middleton,SG,24,Khris Middleton,79,79,36.1,6.4,14.5,.444,1.8,4.6,.396,4.6,9.9,.466,.507,3.5,3.9,.888,0.6,3.3,3.8,4.2,1.7,0.2,2.3,2.6,18.2
C.J. Miles,SF,28,C.J. Miles,64,24,22.9,4.0,9.9,.409,2.2,6.0,.367,1.8,3.9,.474,.521,1.5,1.9,.750,0.4,2.3,2.7,1.0,0.8,0.5,1.1,2.2,11.8
Andre Miller,PG,39,Andre Miller,39,4,11.8,1.5,2.7,.557,0.1,0.2,.250,1.5,2.5,.582,.566,0.6,0.8,.750,0.3,1.0,1.3,2.2,0.4,0.0,0.9,1.2,3.7
Mike Miller,SF,35,Mike Miller,47,2,7.9,0.5,1.3,.355,0.4,1.1,.365,0.1,0.2,.300,.508,0.0,0.0,,0.1,1.0,1.1,0.9,0.3,0.1,0.4,1.1,1.3
Patty Mills,PG,27,Patty Mills,81,3,20.5,3.2,7.6,.425,1.5,4.0,.384,1.7,3.6,.469,.525,0.6,0.7,.810,0.3,1.6,2.0,2.8,0.7,0.1,0.9,1.3,8.5
Elijah Millsap,SG,28,Elijah Millsap,20,0,8.7,0.6,2.0,.282,0.1,0.6,.083,0.5,1.4,.370,.295,0.7,0.9,.722,0.3,1.5,1.8,1.0,0.4,0.2,0.5,1.7,1.8
Paul Millsap,PF,30,Paul Millsap,81,81,32.7,6.2,13.2,.470,0.9,2.9,.319,5.3,10.3,.512,.505,3.8,5.0,.757,2.4,6.6,9.0,3.3,1.8,1.7,2.4,2.9,17.1
Nikola Mirotić,PF,24,Nikola Mirotić,66,38,24.9,3.8,9.2,.407,2.0,5.2,.390,1.7,4.0,.430,.518,2.2,2.7,.807,0.9,4.6,5.5,1.5,0.9,0.7,1.5,2.3,11.8
Nazr Mohammed,C,38,Nazr Mohammed,5,0,3.8,0.6,1.0,.600,0.0,0.0,,0.6,1.0,.600,.600,0.4,0.4,1.000,0.2,0.6,0.8,0.0,0.0,0.0,0.6,0.8,1.6
Greg Monroe,C,25,Greg Monroe,79,67,29.3,6.2,11.9,.522,0.0,0.0,.000,6.2,11.9,.522,.522,2.9,3.9,.740,2.8,6.1,8.8,2.3,0.9,0.8,1.6,2.1,15.3
Luis Montero,SG,22,Luis Montero,12,0,3.5,0.4,1.6,.263,0.1,0.8,.111,0.3,0.8,.400,.289,0.3,0.3,.750,0.0,0.3,0.3,0.1,0.0,0.0,0.3,0.1,1.2
E'Twaun Moore,SG,26,E'Twaun Moore,59,22,21.4,3.2,6.6,.481,0.8,1.8,.452,2.4,4.8,.491,.541,0.4,0.6,.629,0.3,1.9,2.3,1.7,0.6,0.3,0.9,1.7,7.5
Eric Moreland,PF,24,Eric Moreland,8,0,6.0,0.4,0.8,.500,0.0,0.0,,0.4,0.8,.500,.500,0.3,0.5,.500,0.4,1.0,1.4,0.1,0.0,0.5,0.4,0.5,1.0
Marcus Morris,SF,26,Marcus Morris,80,80,35.7,5.1,11.8,.434,1.4,3.7,.362,3.8,8.1,.467,.491,2.5,3.4,.749,1.1,3.9,5.1,2.5,0.8,0.3,1.8,2.1,14.1
Markieff Morris,PF,26,Markieff Morris,64,45,25.5,4.8,11.2,.425,0.7,2.4,.303,4.0,8.8,.458,.458,1.7,2.3,.735,1.1,4.4,5.5,1.9,0.9,0.5,2.1,2.9,12.0
Anthony Morrow,SG,30,Anthony Morrow,68,6,13.6,2.0,4.9,.408,1.2,3.0,.387,0.8,1.9,.442,.527,0.4,0.6,.744,0.1,0.8,0.9,0.4,0.3,0.1,0.3,0.9,5.6
Donatas Motiejūnas,PF,25,Donatas Motiejūnas,37,22,14.8,2.4,5.5,.439,0.4,1.5,.281,2.0,4.0,.500,.478,0.9,1.4,.642,1.0,1.9,2.9,1.1,0.5,0.1,1.2,1.9,6.2
Timofey Mozgov,C,29,Timofey Mozgov,76,48,17.4,2.7,4.7,.565,0.0,0.1,.143,2.7,4.6,.574,.567,0.9,1.3,.716,1.4,3.0,4.4,0.4,0.3,0.8,0.9,2.1,6.3
Emmanuel Mudiay,PG,19,Emmanuel Mudiay,68,66,30.4,4.8,13.3,.364,1.1,3.4,.319,3.8,9.9,.379,.404,2.1,3.1,.670,0.5,2.9,3.4,5.5,1.0,0.5,3.2,2.1,12.8
Shabazz Muhammad,SF,23,Shabazz Muhammad,82,0,20.5,3.9,8.3,.465,0.5,1.9,.289,3.3,6.5,.516,.498,2.3,3.0,.764,1.2,2.0,3.3,0.6,0.3,0.1,0.9,1.1,10.5
Xavier Munford,SG,23,Xavier Munford,14,0,17.4,2.3,5.5,.416,0.6,1.6,.391,1.6,3.9,.426,.474,0.5,1.0,.500,0.2,2.0,2.2,1.6,0.9,0.2,1.1,1.8,5.7
Mike Muscala,C,24,Mike Muscala,60,0,9.4,1.3,2.5,.500,0.2,0.7,.308,1.1,1.9,.566,.539,0.5,0.7,.795,0.6,1.3,2.0,0.6,0.2,0.5,0.5,1.2,3.3
Larry Nance,PF,23,Larry Nance,63,22,20.1,2.5,4.8,.527,0.0,0.2,.100,2.5,4.6,.541,.528,0.5,0.7,.681,1.6,3.3,5.0,0.7,0.9,0.4,0.7,2.0,5.5
Shabazz Napier,PG,24,Shabazz Napier,55,0,10.9,1.2,3.7,.338,0.6,1.9,.327,0.6,1.8,.351,.423,0.6,0.8,.733,0.2,0.8,1.0,1.8,0.4,0.0,0.8,0.7,3.7
Gary Neal,SG,31,Gary Neal,40,2,20.2,3.8,8.1,.465,1.0,2.5,.410,2.8,5.6,.489,.528,1.2,1.4,.855,0.3,1.8,2.1,1.2,0.5,0.0,0.7,1.4,9.8
Jameer Nelson,PG,33,Jameer Nelson,39,15,26.6,2.9,7.9,.368,1.1,3.7,.299,1.8,4.2,.429,.438,0.8,0.9,.857,0.5,2.5,2.9,4.9,0.6,0.1,1.7,2.6,7.7
Raul Neto,PG,23,Raul Neto,81,53,18.5,2.2,5.2,.431,0.8,2.0,.395,1.4,3.2,.453,.507,0.6,0.9,.743,0.2,1.3,1.5,2.1,0.8,0.0,1.3,1.5,5.9
Andrew Nicholson,PF,26,Andrew Nicholson,56,0,14.7,2.6,5.5,.471,0.7,2.0,.360,1.9,3.5,.536,.537,0.9,1.2,.785,0.6,3.0,3.6,0.4,0.2,0.4,0.7,1.2,6.9
Joakim Noah,C,30,Joakim Noah,29,2,21.9,1.8,4.6,.383,0.0,0.0,.000,1.8,4.6,.386,.383,0.8,1.6,.489,3.0,5.8,8.8,3.8,0.6,1.0,1.8,2.7,4.3
Nerlens Noel,C,21,Nerlens Noel,67,62,29.3,4.6,8.8,.521,0.0,0.0,.500,4.6,8.7,.521,.522,2.0,3.4,.590,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,11.1
Lucas Nogueira,C,23,Lucas Nogueira,29,1,7.8,1.0,1.5,.636,0.0,0.1,.333,0.9,1.4,.659,.648,0.3,0.5,.533,0.6,1.0,1.6,0.2,0.4,0.4,0.4,1.0,2.2
Steve Novak,PF,32,Steve Novak,10,0,4.4,0.8,1.8,.444,0.7,1.5,.467,0.1,0.3,.333,.639,0.1,0.1,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.1,0.3,2.4
Dirk Nowitzki,PF,37,Dirk Nowitzki,75,75,31.5,6.6,14.8,.448,1.7,4.6,.368,5.0,10.3,.483,.504,3.3,3.7,.893,0.7,5.8,6.5,1.8,0.7,0.7,1.1,2.1,18.3
Jusuf Nurkić,C,21,Jusuf Nurkić,32,3,17.1,3.2,7.6,.417,0.0,0.1,.000,3.2,7.5,.423,.417,1.9,3.1,.616,2.0,3.4,5.5,1.3,0.8,1.4,1.7,2.8,8.2
J.J. O'Brien,SF,23,J.J. O'Brien,2,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0
Johnny O'Bryant,PF,22,Johnny O'Bryant,66,4,13.0,1.3,3.2,.411,0.0,0.0,1.000,1.3,3.2,.409,.414,0.4,0.6,.675,1.0,1.7,2.7,0.5,0.3,0.1,0.5,1.5,3.0
Kyle O'Quinn,PF,25,Kyle O'Quinn,65,1,11.8,2.0,4.2,.476,0.1,0.3,.227,1.9,3.8,.498,.485,0.7,0.9,.767,1.2,2.7,3.8,1.1,0.3,0.8,0.9,1.6,4.8
Jahlil Okafor,C,20,Jahlil Okafor,53,48,30.0,7.5,14.7,.508,0.0,0.1,.167,7.5,14.6,.511,.509,2.5,3.7,.686,2.3,4.7,7.0,1.2,0.4,1.2,2.3,2.6,17.5
Victor Oladipo,SG,23,Victor Oladipo,72,52,33.0,5.9,13.5,.438,1.4,3.9,.348,4.5,9.6,.475,.489,2.8,3.4,.830,0.7,4.1,4.8,3.9,1.6,0.8,2.1,2.4,16.0
Kelly Olynyk,C,24,Kelly Olynyk,69,8,20.2,3.7,8.1,.455,1.2,3.0,.405,2.4,5.0,.486,.531,1.4,1.9,.750,1.0,3.0,4.1,1.5,0.8,0.5,1.1,2.4,10.0
Kelly Oubre,SF,20,Kelly Oubre,63,9,10.7,1.4,3.3,.427,0.4,1.3,.316,1.0,2.1,.492,.486,0.5,0.8,.633,0.4,1.7,2.1,0.2,0.3,0.1,0.5,1.6,3.7
Zaza Pachulia,C,31,Zaza Pachulia,76,69,26.4,2.9,6.2,.466,0.0,0.0,.000,2.9,6.1,.469,.466,2.8,3.6,.768,3.3,6.2,9.4,1.7,0.8,0.3,1.6,2.4,8.6
Kostas Papanikolaou,SF,25,Kostas Papanikolaou,26,6,11.3,0.9,2.5,.364,0.4,1.2,.313,0.5,1.3,.412,.439,0.3,0.5,.643,0.3,1.2,1.5,0.6,0.5,0.2,0.8,0.9,2.6
Jabari Parker,PF,20,Jabari Parker,76,72,31.7,5.8,11.8,.493,0.1,0.5,.257,5.7,11.4,.502,.498,2.3,3.0,.768,1.6,3.6,5.2,1.7,0.9,0.4,1.5,2.0,14.1
Tony Parker,PG,33,Tony Parker,72,72,27.5,4.9,9.9,.493,0.4,0.9,.415,4.5,9.0,.501,.512,1.8,2.4,.760,0.2,2.2,2.4,5.3,0.8,0.2,1.8,1.6,11.9
Chandler Parsons,SF,27,Chandler Parsons,61,51,29.5,5.2,10.7,.492,1.7,4.1,.414,3.5,6.6,.540,.571,1.5,2.2,.684,0.5,4.2,4.7,2.8,0.8,0.3,1.6,1.9,13.7
Lamar Patterson,SG,24,Lamar Patterson,35,0,11.3,0.8,2.3,.350,0.3,1.4,.245,0.5,0.9,.516,.425,0.5,0.6,.727,0.1,1.3,1.4,1.1,0.3,0.1,0.7,1.3,2.4
Patrick Patterson,PF,26,Patrick Patterson,79,0,25.6,2.6,6.2,.414,1.3,3.7,.362,1.2,2.5,.490,.521,0.4,0.4,.853,1.0,3.4,4.3,1.2,0.7,0.4,0.8,1.6,6.9
Chris Paul,PG,30,Chris Paul,74,74,32.7,7.0,15.1,.462,1.6,4.4,.371,5.3,10.6,.501,.517,4.0,4.4,.896,0.5,3.7,4.2,10.0,2.1,0.2,2.6,2.5,19.5
Adreian Payne,PF,24,Adreian Payne,52,2,9.3,1.0,2.8,.366,0.2,0.6,.281,0.8,2.2,.389,.397,0.3,0.5,.654,0.4,1.8,2.1,0.6,0.3,0.2,0.7,1.5,2.5
Cameron Payne,PG,21,Cameron Payne,57,1,12.2,2.0,4.9,.410,0.6,1.9,.324,1.4,2.9,.467,.475,0.3,0.4,.792,0.2,1.3,1.5,1.9,0.6,0.1,0.8,1.4,5.0
Elfrid Payton,PG,21,Elfrid Payton,73,69,29.4,4.4,10.0,.436,0.4,1.3,.326,3.9,8.7,.451,.456,1.5,2.6,.589,1.1,2.5,3.6,6.4,1.2,0.3,2.4,2.2,10.7
Nikola Peković,C,30,Nikola Peković,12,3,13.0,1.6,4.2,.380,0.0,0.0,,1.6,4.2,.380,.380,1.3,1.7,.800,0.6,1.2,1.8,0.9,0.1,0.0,0.8,1.8,4.5
Kendrick Perkins,C,31,Kendrick Perkins,37,5,14.6,1.1,2.0,.533,0.0,0.0,,1.1,2.0,.533,.533,0.3,0.7,.440,0.7,2.8,3.5,0.8,0.3,0.3,1.1,1.7,2.5
Paul Pierce,SF,38,Paul Pierce,68,38,18.1,2.1,5.8,.363,1.1,3.6,.310,1.0,2.3,.445,.457,0.8,1.0,.818,0.2,2.6,2.7,1.0,0.5,0.3,0.9,1.9,6.1
Tibor Pleiß,C,26,Tibor Pleiß,12,0,6.8,0.9,2.1,.440,0.0,0.2,.000,0.9,1.9,.478,.440,0.2,0.2,1.000,0.5,0.8,1.3,0.2,0.1,0.2,0.7,1.6,2.0
Mason Plumlee,C,25,Mason Plumlee,82,82,25.4,3.3,6.3,.516,0.0,0.0,.000,3.3,6.3,.520,.516,2.6,4.1,.642,2.5,5.2,7.7,2.8,0.8,1.0,1.9,3.1,9.1
Miles Plumlee,C,27,Miles Plumlee,61,14,14.3,2.3,3.8,.601,0.0,0.0,,2.3,3.8,.601,.601,0.6,1.0,.576,1.5,2.3,3.8,0.3,0.3,0.8,0.7,1.2,5.1
Otto Porter,SF,22,Otto Porter,75,73,30.3,4.5,9.6,.473,1.3,3.6,.367,3.2,6.0,.536,.541,1.3,1.7,.754,1.3,3.9,5.2,1.6,1.4,0.4,0.9,2.2,11.6
Bobby Portis,PF,20,Bobby Portis,62,4,17.8,3.0,7.0,.427,0.3,0.8,.308,2.7,6.2,.443,.445,0.8,1.1,.727,2.0,3.5,5.4,0.8,0.4,0.4,0.9,1.6,7.0
Kristaps Porziņģis,PF,20,Kristaps Porziņģis,72,72,28.4,5.2,12.3,.421,1.1,3.4,.333,4.1,8.9,.454,.467,2.8,3.3,.838,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,14.3
Dwight Powell,PF,24,Dwight Powell,69,2,14.4,2.1,4.3,.493,0.0,0.2,.125,2.1,4.1,.514,.497,1.5,2.1,.739,1.2,2.7,4.0,0.6,0.5,0.3,0.6,1.7,5.8
Norman Powell,SG,22,Norman Powell,49,24,14.8,2.0,4.7,.424,0.7,1.8,.404,1.2,2.9,.436,.502,0.9,1.1,.811,0.3,1.9,2.3,1.0,0.6,0.2,0.7,1.2,5.6
Phil Pressey,PG,24,Phil Pressey,23,0,12.3,1.3,3.4,.385,0.2,0.8,.222,1.1,2.6,.433,.410,0.6,1.1,.520,0.1,1.2,1.3,3.3,0.8,0.2,1.4,1.2,3.3
Ronnie Price,PG,32,Ronnie Price,62,18,19.5,1.9,4.9,.384,1.1,3.2,.347,0.8,1.7,.453,.497,0.5,0.7,.756,0.4,1.2,1.6,2.4,1.2,0.2,1.1,2.6,5.3
Pablo Prigioni,PG,38,Pablo Prigioni,59,3,13.9,0.9,2.5,.374,0.5,1.6,.295,0.5,0.9,.519,.469,0.1,0.1,.875,0.6,1.3,1.9,2.2,0.9,0.0,0.8,1.4,2.5
Tayshaun Prince,SF,35,Tayshaun Prince,77,44,19.0,1.3,3.0,.445,0.1,0.3,.174,1.3,2.7,.476,.454,0.2,0.2,.684,0.4,1.5,1.9,0.9,0.5,0.2,0.4,0.8,2.9
